Imprint,Product ID,Full Title,ISSN,Change History,Journal title,OA model,Currency,Price,freedom_collection
Elsevier,13050,Critical Care Clinics,0749-0704,NA,Critical Care Clinics,Hybrid,USD,3000,not included
Elsevier,13159,Critical Care Nursing Clinics of North America,0899-5885,NA,Critical Care Nursing Clinics of North America,Hybrid,USD,3000,not included
Elsevier,08011,Critical Reviews in Oncology/Hematology,1040-8428,NA,Critical Reviews in Oncology / Hematology,Hybrid,USD,2600,Freedom Collection
Elsevier,18043,The Crop Journal,2214-5141,NA,The Crop Journal,Open Access,USD,0,not included
Elsevier,03018,Crop Protection,0261-2194,NA,Crop Protection,Hybrid,USD,2600,Freedom Collection
Elsevier,03019,Cryogenics,0011-2275,NA,Cryogenics,Hybrid,USD,2200,Freedom Collection
Elsevier,17731,Current Medicine Research and Practice,2352-0817,NA,Current Medicine Research and Practice,Hybrid,USD,3000,not included
Elsevier,18058,Current Opinion in Behavioral Sciences,2352-1546,NA,Current Opinion in Behavioral Sciences,Hybrid,USD,3800,Freedom Collection
Elsevier,18894,Current Opinion in Biomedical Engineering,2468-4511,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,12954,Current Opinion in Chemical Engineering,2211-3398,NA,Current Opinion in Chemical Engineering,Hybrid,USD,3750,Freedom Collection
Elsevier,02228,Current Opinion in Colloid & Interface Science,1359-0294,NA,Current Opinion in Colloid & Interface Science,Hybrid,USD,3900,Freedom Collection
Elsevier,18358,Current Opinion in Electrochemistry,2451-9103,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,18341,Current Opinion in Endocrine and Metabolic Research,2451-9650,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,18370,Current Opinion in Environmental Science & Health,2468-5844,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,08672,Current Opinion in Environmental Sustainability,1877-3435,NA,Current Opinion in Environmental Sustainability,Hybrid,USD,3900,Freedom Collection
Elsevier,17049,Current Opinion in Food Science,2214-7993,NA,Current Opinion in Food Science,Hybrid,USD,3000,Freedom Collection
Elsevier,18302,Current Opinion in Green and Sustainable Chemistry,2452-2236,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,13467,Current Opinion in Insect Science,2214-5745,NA,Current Opinion in Insect Science,Hybrid,USD,3800,Freedom Collection
Elsevier,02277,Current Opinion in Pharmacology,1471-4892,NA,Current Opinion in Pharmacology,Hybrid,USD,3900,Freedom Collection
Elsevier,18380,Current Opinion in Physiology,2468-8673,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,18066,Current Opinion in Psychology,2352-250X,NA,Current Opinion in Psychology,Hybrid,USD,3750,Freedom Collection
Elsevier,02229,Current Opinion in Solid State and Materials Science,1359-0286,NA,Current Opinion in Solid State & Materials Science,Hybrid,USD,3750,Freedom Collection
Elsevier,18300,Current Opinion in Systems Biology,2452-3100,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,18337,Current Opinion in Toxicology,2468-2020,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,08728,Current Opinion in Virology,1879-6257,NA,Current Opinion in Virology,Hybrid,USD,4150,Freedom Collection
Elsevier,18047,Current Plant Biology,2214-6628,NA,Current Plant Biology,Open Access,USD,2000,not included
Elsevier,07568,Current Therapeutic Research,0011-393X,NA,Current Therapeutic Research,Open Access,USD,1500,not included
Elsevier,13445,Currents in Pharmacy Teaching and Learning,1877-1297,NA,Currents in Pharmacy Teaching and Learning,Hybrid,USD,2500,Freedom Collection
Elsevier,14134,Cytotherapy,1465-3249,NA,Cytotherapy,Hybrid,USD,3300,Freedom Collection
Elsevier,18754,Data in Brief,2352-3409,NA,Data in Brief,Open Access,USD,500,not included
Elsevier,17039,Defence Technology,2214-9147,NA,Defence Technology,Open Access,USD,0,not included
Elsevier,13004,Dental Clinics of North America,0011-8532,NA,Dental Clinics of North America,Hybrid,USD,3000,not included
Elsevier,02214,Dental Materials,0109-5641,NA,Dental Materials,Hybrid,USD,3000,Freedom Collection
Elsevier,13296,Dermatologic Clinics,0733-8635,NA,Dermatologic Clinics,Hybrid,USD,3000,not included
Elsevier,08712,Dermatologica Sinica,1027-8117,NA,Dermatologica Sinica,Open Access,USD,0,not included
Elsevier,05152,Desalination,0011-9164,NA,Desalination,Hybrid,USD,3600,Freedom Collection
Elsevier,03021,Design Studies,0142-694X,NA,Design Studies,Hybrid,USD,2500,Freedom Collection
Elsevier,18137,Development Engineering,2352-7285,NA,Development Engineering,Open Access,USD,1500,not included
Elsevier,05648,Developmental Cognitive Neuroscience,1878-9293,NA,Developmental Cognitive Neuroscience,Open Access,USD,1750,not included
Elsevier,04250,Diabetes & Metabolic Syndrome: Clinical Research and Reviews,1871-4021,NA,Diabetes & Metabolic Syndrome: Clinical Research & Reviews,Hybrid,USD,3000,Freedom Collection
Elsevier,08012,Diabetes Research and Clinical Practice,0168-8227,NA,Diabetes Research and Clinical Practice,Hybrid,USD,3200,Freedom Collection
Elsevier,07639,Diagnostic Microbiology and Infectious Disease,0732-8893,NA,Diagnostic Microbiology & Infectious Disease,Hybrid,USD,3000,Freedom Collection
Elsevier,06006,Diamond and Related Materials,0925-9635,NA,Diamond & Related Materials,Hybrid,USD,2500,Freedom Collection
Elsevier,08664,Differentiation,0301-4681,NA,Differentiation,Hybrid,USD,3000,Freedom Collection
Elsevier,08821,Digital Applications in Archaeology and Cultural Heritage,2212-0548,NA,Digital Applications in Archaeology and Cultural Heritage,Hybrid,USD,2000,Freedom Collection
Elsevier,18142,Digital Communications and Networks,2352-8648,NA,NA,NA,NA,NA,not included
Elsevier,04064,Digital Investigation,1742-2876,NA,Digital Investigation,Hybrid,USD,2600,Freedom Collection
Elsevier,13428,Disability and Health Journal,1936-6574,NA,Disability and Health Journal,Hybrid,USD,1350,Freedom Collection
Elsevier,12970,"Discourse, Context & Media",2211-6958,NA,"Discourse, Context & Media",Hybrid,USD,1800,Freedom Collection
Elsevier,05497,Discrete Optimization,1572-5286,NA,Discrete Optimization,Hybrid,USD,1500,Freedom Collection
Elsevier,05270,Displays,0141-9382,NA,Displays,Hybrid,USD,2400,Freedom Collection
Elsevier,05466,DNA Repair,1568-7864,Formerly known as Mutation Research/DNA Repair,DNA Repair,Hybrid,USD,3700,Freedom Collection
Elsevier,07637,Domestic Animal Endocrinology,0739-7240,NA,Domestic Animal Endocrinology,Hybrid,USD,3000,Freedom Collection
Elsevier,08013,Drug and Alcohol Dependence,0376-8716,NA,Drug and Alcohol Dependence,Hybrid,USD,3200,Freedom Collection
Elsevier,02293,Drug Discovery Today: Disease Models,1740-6757,NA,Drug Discovery Today: Disease Models,Hybrid,USD,3750,Freedom Collection
Elsevier,02294,Drug Discovery Today: Technologies,1740-6749,NA,Drug Discovery Today: Technologies,Hybrid,USD,3750,Freedom Collection
Elsevier,18127,Drug Metabolism and Pharmacokinetics,1347-4367,NA,Drug Metabolism and Pharmacokinetics,Hybrid,USD,3000,Freedom Collection
Elsevier,02020,Dyes and Pigments,0143-7208,NA,Dyes and Pigments,Hybrid,USD,3300,Freedom Collection
Elsevier,05327,Dynamics of Atmospheres and Oceans,0377-0265,NA,Dynamics of Atmospheres and Oceans,Hybrid,USD,2500,Freedom Collection
Elsevier,08014,Early Human Development,0378-3782,Incorporating Screening,Early Human Development,Hybrid,USD,2500,Freedom Collection
Elsevier,05328,Earth and Planetary Science Letters,0012-821X,NA,Earth and Planetary Science Letters,Hybrid,USD,3000,Freedom Collection
Elsevier,05329,Earth-Science Reviews,0012-8252,NA,Earth-Science Reviews,Hybrid,USD,3550,Freedom Collection
Elsevier,18079,EBioMedicine,2352-3964,NA,EBioMedicine,Open Access,USD,3500,not included
Elsevier,18435,EClinicalMedicine,2589-5370,NA,EClinicalMedicine,Open Access,USD,3500,not included
Elsevier,11010,Ecohydrology & Hydrobiology,1642-3593,NA,Ecohydrology & Hydrobiology,Hybrid,EUR,3000,Freedom Collection
Elsevier,05494,Ecological Complexity,1476-945X,NA,Ecological Complexity,Hybrid,USD,2500,Freedom Collection
Elsevier,05100,Ecological Economics,0921-8009,NA,Ecological Economics,Hybrid,USD,3700,Freedom Collection
Elsevier,05101,Ecological Engineering,0925-8574,NA,Ecological Engineering,Hybrid,USD,2600,Freedom Collection
Elsevier,18842,Ecological Genetics and Genomics,2405-9854,NA,Ecological Genetics and Genomics,Hybrid,USD,3000,Freedom Collection
Elsevier,02273,Ecological Indicators,1470-160X,NA,Ecological Indicators,Hybrid,USD,3400,Freedom Collection
Elsevier,05508,Ecological Informatics,1574-9541,NA,Ecological Informatics,Hybrid,USD,2500,Freedom Collection
Elsevier,05102,Ecological Modelling,0304-3800,NA,Ecological Modelling,Hybrid,USD,3100,Freedom Collection
Elsevier,18306,Econometrics and Statistics,2452-3062,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,18044,EconomiA,1517-7580,NA,EconomiA,Open Access,USD,0,not included
Elsevier,17037,Economic Analysis and Policy,0313-5926,NA,Economic Analysis and Policy,Hybrid,USD,1800,Freedom Collection
Elsevier,12990,Economics of Transportation,2212-0122,NA,Economics of Transportation,Hybrid,USD,1800,Freedom Collection
Elsevier,08796,Ecosystem Services,2212-0416,NA,Ecosystem Services,Hybrid,USD,3300,Freedom Collection
Elsevier,16373,EducaciÛn MÈdica,1575-1813,NA,Educaci√≥n M√©dica,Open Access,USD,0,not included
Elsevier,08630,Education for Chemical Engineers,1749-7728,NA,Education for Chemical Engineers,Hybrid,USD,3000,Freedom Collection
Elsevier,04233,Educational Research Review,1747-938X,NA,Educational Research Review,Hybrid,USD,1800,Freedom Collection
Elsevier,08793,The Egyptian Heart Journal,1110-2608,NA,The Egyptian Heart Journal,Open Access,USD,0,not included
Elsevier,08716,Egyptian Informatics Journal,1110-8665,NA,NA,NA,NA,NA,not included
Elsevier,08726,Egyptian Journal of Anaesthesia,1110-1849,NA,Egyptian Journal of Anaesthesia,Open Access,USD,0,not included
Elsevier,10142,The Egyptian Journal of Aquatic Research,1687-4285,NA,The Egyptian Journal of Aquatic Research,Open Access,USD,0,not included
Elsevier,17036,Egyptian Journal of Basic and Applied Sciences,2314-808X,NA,Egyptian Journal of Basic and Applied Sciences,Open Access,USD,0,not included
Elsevier,10111,The Egyptian Journal of Critical Care Medicine,2090-7303,NA,The Egyptian Journal of Critical Care Medicine,Open Access,USD,0,not included
Elsevier,08730,Egyptian Journal of Medical Human Genetics,1110-8630,NA,Egyptian Journal of Medical Human Genetics,Open Access,USD,0,not included
Elsevier,08781,Egyptian Journal of Petroleum,1110-0621,NA,Egyptian Journal of Petroleum,Open Access,USD,0,not included
Elsevier,08722,The Egyptian Journal of Radiology and Nuclear Medicine,0378-603X,NA,The Egyptian Journal of Radiology and Nuclear Medicine,Open Access,USD,0,not included
Elsevier,08717,The Egyptian Journal of Remote Sensing and Space Science,1110-9823,NA,The Egyptian Journal of Remote Sensing and Space Sciences,Open Access,USD,0,not included
Elsevier,18017,Egyptian Pediatric Association Gazette,1110-6638,NA,Egyptian Pediatric Association Gazette,Open Access,USD,0,not included
Elsevier,08733,The Egyptian Rheumatologist,1110-1164,NA,The Egyptian Rheumatologist,Open Access,USD,0,not included
Elsevier,06008,Electric Power Systems Research,0378-7796,NA,Electric Power Systems Research,Hybrid,USD,2500,Freedom Collection
Elsevier,07632,The Electricity Journal,1040-6190,NA,The Electricity Journal,Hybrid,USD,2500,Freedom Collection
Elsevier,06053,Electrochemistry Communications,1388-2481,NA,Electrochemistry Communications,Hybrid,USD,3050,Freedom Collection
Elsevier,05571,Electronic Commerce Research and Applications,1567-4223,NA,Electronic Commerce Research and Applications,Hybrid,USD,1900,Freedom Collection
Elsevier,17072,Electronic Journal of Biotechnology,0717-3458,NA,Electronic Journal of Biotechnology,Open Access,USD,1000,not included
Elsevier,05485,Electronic Notes in Discrete Mathematics,1571-0653,NA,Electronic Notes in Discrete Mathematics,Hybrid,USD,3000,Freedom Collection
Elsevier,05486,Electronic Notes in Theoretical Computer Science,1571-0661,NA,Electronic Notes in Theoretical Computer Science,Open Access,USD,0,not included
Elsevier,13211,Emergency Medicine Clinics of North America,0733-8627,NA,Emergency Medicine Clinics of North America,Hybrid,USD,3000,not included
Elsevier,18170,Emerging Contaminants,2405-6650,NA,Emerging Contaminants,Open Access,USD,1500,not included
Elsevier,04294,"Emotion, Space and Society",1755-4586,NA,"Emotion, Space and Society",Hybrid,USD,1800,Freedom Collection
Elsevier,13212,Endocrinology and Metabolism Clinics of North America,0889-8529,NA,Endocrinology and Metabolism Clinics of North America,Hybrid,USD,3000,not included
Elsevier,06009,Energy and Buildings,0378-7788,NA,Energy & Buildings,Hybrid,USD,3000,Freedom Collection
Elsevier,03026,Energy Policy,0301-4215,NA,Energy Policy,Hybrid,USD,3000,Freedom Collection
Elsevier,05615,Energy Procedia,1876-6102,NA,Energy Procedia,Open Access,USD,0,not included
Elsevier,18082,Energy Reports,2352-4847,NA,Energy Reports,Open Access,USD,1500,not included
Elsevier,12630,Energy Research & Social Science,2214-6296,NA,Energy Research & Social Science,Hybrid,USD,2700,Freedom Collection
Elsevier,18197,Energy Storage Materials,2405-8297,NA,Energy Storage Materials,Hybrid,EUR,1895,Freedom Collection
Elsevier,12967,Energy Strategy Reviews,2211-467X,NA,Energy Strategy Reviews,Hybrid,USD,2500,Freedom Collection
Elsevier,07817,Energy for Sustainable Development,0973-0826,NA,Energy for Sustainable Development,Hybrid,USD,2750,Freedom Collection
Elsevier,13000,eNeurologicalSci,2405-6502,NA,eNeurologicalSci,Open Access,EUR,1400,not included
Elsevier,16448,Enfermedades infecciosas y microbiologia clinica (English ed.),2529-993X,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,16435,EnfermerÌa ClÌnica (English Edition),2445-1479,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,16441,EnfermerÌa Intensiva (English ed.),2529-9840,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,18313,Engineering,2095-8099,NA,NA,NA,NA,NA,not included
Elsevier,17061,"Engineering in Agriculture, Environment and Food",1881-8366,NA,"Engineering in Agriculture, Environment and Food",Hybrid,USD,3000,not included
Elsevier,02021,Engineering Analysis with Boundary Elements,0955-7997,Formerly known as Engineering Analysis,Engineering Analysis with Boundary Elements,Hybrid,USD,2500,Freedom Collection
Elsevier,05330,Engineering Geology,0013-7952,Incorporating Mining Science and Technology,Engineering Geology,Hybrid,USD,2500,Freedom Collection
Elsevier,18052,"Engineering Science and Technology, an International Journal",2215-0986,NA,"Engineering Science and Technology, an International Journal",Open Access,USD,0,not included
Elsevier,03027,Engineering Structures,0141-0296,NA,Engineering Structures,Hybrid,USD,2700,Freedom Collection
Elsevier,08654,Entertainment Computing,1875-9521,NA,Entertainment Computing,Hybrid,USD,2400,Freedom Collection
Elsevier,08774,Environmental Development,2211-4645,NA,Environmental Development,Hybrid,USD,2500,Freedom Collection
Elsevier,00267,Environmental and Experimental Botany,0098-8472,Formerly known as Radiation Botany,Environmental and Experimental Botany,Hybrid,USD,3000,Freedom Collection
Elsevier,07643,Environmental Impact Assessment Review,0195-9255,NA,Environmental Impact Assessment Review,Hybrid,USD,3300,Freedom Collection
Elsevier,08720,Environmental Innovation and Societal Transitions,2210-4224,NA,Environmental Innovation and Societal Transitions,Hybrid,USD,2600,Freedom Collection
Elsevier,02023,Environmental Modelling & Software,1364-8152,Formerly known as Environmental Software,Environmental Modelling and Software,Hybrid,USD,3300,Freedom Collection
Elsevier,17047,"Environmental Nanotechnology, Monitoring & Management",2215-1532,NA,"Environmental Nanotechnology, Monitoring & Management",Hybrid,USD,1950,Freedom Collection
Elsevier,02022,Environmental Pollution,0269-7491,"Incorporating Environmental Pollution Series A, Ecological and Biological and Environmental Pollution Series B, Chemical and Physical",Environmental Pollution,Hybrid,USD,3400,Freedom Collection
Elsevier,01031,Environmental Science & Policy,1462-9011,NA,Environmental Science and Policy,Hybrid,USD,3400,Freedom Collection
Elsevier,18059,Environmental Technology & Innovation,2352-1864,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,05432,Environmental Toxicology and Pharmacology,1382-6689,Formerly known as European Journal of Pharmacology: Environmental Toxicology and Pharmacology,Environmental Toxicology and Pharmacology,Hybrid,USD,3000,Freedom Collection
Elsevier,07644,Enzyme and Microbial Technology,0141-0229,NA,Enzyme and Microbial Technology,Hybrid,USD,3000,Freedom Collection
Elsevier,08640,Epidemics,1755-4365,NA,Epidemics,Open Access,USD,1890,not included
Elsevier,14105,Epilepsy & Behavior Case Reports,2213-3232,NA,Epilepsy & Behavior Case Reports,Open Access,USD,550,not included
Elsevier,05029,Epilepsy Research,0920-1211,Incorporating Journal of Epilepsy,Epilepsy Research,Hybrid,USD,2750,Freedom Collection
Elsevier,10158,EuPA Open Proteomics,2212-9685,NA,EuPA Open Proteomics,Open Access,USD,1700,not included
Elsevier,05444,European Journal of Agronomy,1161-0301,NA,European Journal of Agronomy,Hybrid,USD,3300,Freedom Collection
Elsevier,00110,European Journal of Cancer Supplements,1359-6349,NA,EJC Supplements,Open Access,USD,0,Freedom Collection
Elsevier,17015,European Journal of Control,0947-3580,NA,European Journal of Control,Hybrid,USD,3000,Freedom Collection
Elsevier,05551,European Journal of Internal Medicine,0953-6205,NA,European Journal of Internal Medicine,Hybrid,USD,2500,Freedom Collection
